session_id,offer_percentage,customer_total_orders,customer_total_spent,product_stock,product_days_listed,product_total_sales,active_negotiations,customer_success_rate,customer_avg_discount,round_number,category_id,original_price,min_price_percentage,decision
1213,70,6,435367.09,108,89,22,1,0.7143,18.4,3,2,1696.38,74,0
1213,73,6,435367.09,108,89,22,1,0.7143,18.4,4,2,1696.38,74,1
1214,74,5,179572.69,150,76,22,1,0.5714,13.5,1,5,5565.19,81,0
1214,85,5,179572.69,150,76,22,1,0.5714,13.5,2,5,5565.19,81,0
1214,77,5,179572.69,150,76,22,1,0.5714,13.5,3,5,5565.19,81,0
1214,71,5,179572.69,150,76,22,1,0.5714,13.5,4,5,5565.19,81,1
1215,76,2,68111.65,27,207,19,2,0.6667,22.5,1,4,2273.01,69,0
1215,97,2,68111.65,27,207,19,2,0.6667,22.5,2,4,2273.01,69,1
1216,65,3,33540.09,148,318,23,2,1,16.5,1,2,2805.03,82,1
1217,63,3,69529.07,131,111,18,1,0.8,15.75,1,1,24414.7,73,0
1217,88,3,69529.07,131,111,18,1,0.8,15.75,2,1,24414.7,73,1
1218,90,1,4556.58,75,524,19,0,0.6667,12.5,1,1,19745.13,72,0
1218,64,1,4556.58,75,524,19,0,0.6667,12.5,2,1,19745.13,72,1
1219,90,2,60744.49,17,441,22,2,1,18.2,1,3,10799.6,82,0
1219,90,2,60744.49,17,441,22,2,1,18.2,2,3,10799.6,82,0
1219,67,2,60744.49,17,441,22,2,1,18.2,3,3,10799.6,82,1
1220,96,3,50070.08,88,179,20,0,0.6667,11,1,3,9200.65,85,0
1220,57,3,50070.08,88,179,20,0,0.6667,11,2,3,9200.65,85,1
1221,83,3,138530.66,89,481,17,2,0.4,10.5,1,4,2030.28,73,0
1221,89,3,138530.66,89,481,17,2,0.4,10.5,2,4,2030.28,73,0
1221,65,3,138530.66,89,481,17,2,0.4,10.5,3,4,2030.28,73,0
1221,83,3,138530.66,89,481,17,2,0.4,10.5,4,4,2030.28,73,0
1222,56,6,196760.22,151,281,19,1,0,0,1,1,3102.25,78,0
1222,62,6,196760.22,151,281,19,1,0,0,2,1,3102.25,78,-1
1223,89,5,300530.84,57,175,28,0,0.5,13.5,1,3,6047.38,68,0
1223,90,5,300530.84,57,175,28,0,0.5,13.5,2,3,6047.38,68,0
1223,75,5,300530.84,57,175,28,0,0.5,13.5,3,3,6047.38,68,0
1223,72,5,300530.84,57,175,28,0,0.5,13.5,4,3,6047.38,68,0
1224,77,3,147432.66,42,392,22,0,0.6667,21.5,1,5,6783.31,67,0
1224,58,3,147432.66,42,392,22,0,0.6667,21.5,2,5,6783.31,67,0
1224,85,3,147432.66,42,392,22,0,0.6667,21.5,3,5,6783.31,67,0
1225,76,1,2116.52,4,284,26,1,0.3333,16,1,1,27592.54,65,-1
1226,75,3,159397.55,31,86,20,1,0.5,16.5,1,2,5019.24,67,0
1226,66,3,159397.55,31,86,20,1,0.5,16.5,2,2,5019.24,67,-1
1227,87,3,57176.6,50,283,19,0,0.5,18,1,5,8157.5,82,0
1227,79,3,57176.6,50,283,19,0,0.5,18,2,5,8157.5,82,0
1227,91,3,57176.6,50,283,19,0,0.5,18,3,5,8157.5,82,0
1227,72,3,57176.6,50,283,19,0,0.5,18,4,5,8157.5,82,1
1228,65,3,129552.33,38,549,13,0,0.6667,10.5,1,5,3221.35,73,0
1228,86,3,129552.33,38,549,13,0,0.6667,10.5,2,5,3221.35,73,0
1228,63,3,129552.33,38,549,13,0,0.6667,10.5,3,5,3221.35,73,1
1229,67,4,154966.73,116,123,23,1,0,0,1,3,13205.93,78,-1
1230,63,1,38978.72,126,494,19,2,0.25,23,1,1,28394.77,62,0
1230,75,1,38978.72,126,494,19,2,0.25,23,2,1,28394.77,62,0
1230,78,1,38978.72,126,494,19,2,0.25,23,3,1,28394.77,62,0
1230,57,1,38978.72,126,494,19,2,0.25,23,4,1,28394.77,62,1
1231,75,4,151355.6,171,482,20,0,0,0,1,2,7254.75,77,0
1231,74,4,151355.6,171,482,20,0,0,0,2,2,7254.75,77,0
1231,85,4,151355.6,171,482,20,0,0,0,3,2,7254.75,77,-1
1232,65,0,0,9,259,34,3,0.5,15.5,1,1,28982.41,65,0
1232,98,0,0,9,259,34,3,0.5,15.5,2,1,28982.41,65,0
1232,84,0,0,9,259,34,3,0.5,15.5,3,1,28982.41,65,1
1233,95,3,85844.15,131,443,23,1,0.5,11.8,1,5,6172.65,73,0
1233,69,3,85844.15,131,443,23,1,0.5,11.8,2,5,6172.65,73,0
1233,73,3,85844.15,131,443,23,1,0.5,11.8,3,5,6172.65,73,0
1233,55,3,85844.15,131,443,23,1,0.5,11.8,4,5,6172.65,73,1
1234,80,2,107372.78,185,351,19,1,0.5714,19.75,1,2,2971.42,85,1
1235,79,3,247922.9,101,356,18,1,0.5,29,1,4,1429.12,66,-1
1236,86,1,10324.08,172,117,27,1,0.5556,16.8,1,4,1526.14,80,0
1236,66,1,10324.08,172,117,27,1,0.5556,16.8,2,4,1526.14,80,0
1236,92,1,10324.08,172,117,27,1,0.5556,16.8,3,4,1526.14,80,1
1237,76,1,38978.72,127,201,22,2,0.25,23,1,4,2251.99,72,0
1238,78,0,0,95,206,19,0,0.75,20.67,1,5,7853.31,62,0
1238,65,0,0,95,206,19,0,0.75,20.67,2,5,7853.31,62,0
1238,80,0,0,95,206,19,0,0.75,20.67,3,5,7853.31,62,1
1239,72,2,84107.5,200,345,16,1,0.3333,28,1,4,1455.19,60,0
1239,55,2,84107.5,200,345,16,1,0.3333,28,2,4,1455.19,60,0
1239,68,2,84107.5,200,345,16,1,0.3333,28,3,4,1455.19,60,0
1239,63,2,84107.5,200,345,16,1,0.3333,28,4,4,1455.19,60,1
1240,57,1,12620.7,31,86,20,1,0.75,16.33,1,2,5019.24,67,0
1240,81,1,12620.7,31,86,20,1,0.75,16.33,2,2,5019.24,67,0
1240,87,1,12620.7,31,86,20,1,0.75,16.33,3,2,5019.24,67,-1
1241,65,6,304840.14,179,455,15,1,0.4444,15.75,1,2,4264,66,1
1242,60,1,88794.99,185,130,18,0,0.5714,16.25,1,4,423.23,85,0
1242,81,1,88794.99,185,130,18,0,0.5714,16.25,2,4,423.23,85,1
1243,59,2,36705.24,103,417,26,2,0.5,10,1,1,20984.95,74,0
1243,64,2,36705.24,103,417,26,2,0.5,10,2,1,20984.95,74,-1
1244,71,2,81952.18,97,104,20,2,0.625,13.6,1,5,11778.92,67,0
1244,96,2,81952.18,97,104,20,2,0.625,13.6,2,5,11778.92,67,0
1244,74,2,81952.18,97,104,20,2,0.625,13.6,3,5,11778.92,67,1
1245,94,9,459236.69,119,133,20,2,0,0,1,4,799.8,66,-1
1246,80,2,127550.16,127,201,22,2,0,0,1,4,2251.99,72,0
1246,75,2,127550.16,127,201,22,2,0,0,2,4,2251.99,72,0
1246,72,2,127550.16,127,201,22,2,0,0,3,4,2251.99,72,0
1246,76,2,127550.16,127,201,22,2,0,0,4,4,2251.99,72,0
1247,57,4,75265.63,188,474,23,1,1,25.5,1,2,7646.95,65,0
1247,72,4,75265.63,188,474,23,1,1,25.5,2,2,7646.95,65,1
1248,67,5,171297.6,139,206,23,0,0.5,8.5,1,2,2506.79,62,0
1249,68,2,43878.03,172,117,27,1,0.3333,8,1,4,1526.14,80,0
1249,69,2,43878.03,172,117,27,1,0.3333,8,2,4,1526.14,80,1
1250,65,4,66149.28,156,616,11,0,0.4,16,1,4,907.44,74,0
1250,71,4,66149.28,156,616,11,0,0.4,16,2,4,907.44,74,0
1250,60,4,66149.28,156,616,11,0,0.4,16,3,4,907.44,74,0
1251,98,2,38668.62,37,365,19,0,0.25,13,1,4,1920.41,79,-1
1252,57,3,75904.73,29,230,21,6,1,13,1,3,6179.74,65,0
1252,89,3,75904.73,29,230,21,6,1,13,2,3,6179.74,65,0
1252,73,3,75904.73,29,230,21,6,1,13,3,3,6179.74,65,0
1252,75,3,75904.73,29,230,21,6,1,13,4,3,6179.74,65,1
1253,80,2,36969.65,70,491,18,3,0.4286,16,1,4,1271.04,76,1
1254,92,5,151222.44,84,275,22,1,0,0,1,1,18129.37,82,0
1254,84,5,151222.44,84,275,22,1,0,0,2,1,18129.37,82,0
1255,55,2,71875.92,181,599,23,1,0.75,23,1,4,472.79,76,0
1255,66,2,71875.92,181,599,23,1,0.75,23,2,4,472.79,76,0
1255,98,2,71875.92,181,599,23,1,0.75,23,3,4,472.79,76,0
1255,68,2,71875.92,181,599,23,1,0.75,23,4,4,472.79,76,0
1255,72,2,71875.92,181,599,23,1,0.75,23,5,4,472.79,76,0
1256,95,2,38355.15,200,345,16,1,0.3333,21,1,4,1455.19,60,1
1257,90,1,34216.69,67,304,20,3,0.75,12.67,1,1,25680.86,66,0
1257,79,1,34216.69,67,304,20,3,0.75,12.67,2,1,25680.86,66,0
1257,73,1,34216.69,67,304,20,3,0.75,12.67,3,1,25680.86,66,0
1257,96,1,34216.69,67,304,20,3,0.75,12.67,4,1,25680.86,66,0
1258,73,8,231411.61,94,449,15,1,1,9.5,1,1,14254.88,81,0
1258,80,8,231411.61,94,449,15,1,1,9.5,2,1,14254.88,81,0
1258,75,8,231411.61,94,449,15,1,1,9.5,3,1,14254.88,81,0
1258,81,8,231411.61,94,449,15,1,1,9.5,4,1,14254.88,81,1
1259,84,4,72691.4,100,74,20,0,0.6667,16.5,1,5,15315.4,72,0
1259,81,4,72691.4,100,74,20,0,0.6667,16.5,2,5,15315.4,72,0
1259,71,4,72691.4,100,74,20,0,0.6667,16.5,3,5,15315.4,72,0
1259,57,4,72691.4,100,74,20,0,0.6667,16.5,4,5,15315.4,72,1
1260,82,2,43350.88,146,301,10,4,0.6,10,1,5,21989.44,85,0
1260,88,2,43350.88,146,301,10,4,0.6,10,2,5,21989.44,85,1
1261,83,1,37365.27,171,482,20,0,0.5,26,1,2,7254.75,77,0
1261,58,1,37365.27,171,482,20,0,0.5,26,2,2,7254.75,77,0
1261,61,1,37365.27,171,482,20,0,0.5,26,3,2,7254.75,77,-1
1262,70,3,48701.97,99,221,24,1,0.7,13.43,1,1,14029.93,68,0
1262,75,3,48701.97,99,221,24,1,0.7,13.43,2,1,14029.93,68,0
1262,84,3,48701.97,99,221,24,1,0.7,13.43,3,1,14029.93,68,1
1263,94,3,88644.2,105,86,22,2,0.25,11,1,4,1784.66,83,0
1263,64,3,88644.2,105,86,22,2,0.25,11,2,4,1784.66,83,0
1263,66,3,88644.2,105,86,22,2,0.25,11,3,4,1784.66,83,1
1264,85,4,132150.28,94,283,23,3,0,0,1,1,14626.87,81,0
1264,63,4,132150.28,94,283,23,3,0,0,2,1,14626.87,81,0
1264,62,4,132150.28,94,283,23,3,0,0,3,1,14626.87,81,0
1265,55,6,315172.06,23,199,20,1,0.6667,21.5,1,2,5326.52,79,1
1266,57,5,304491.7,50,579,25,4,0.1667,18,1,2,3469.9,82,0
1266,63,5,304491.7,50,579,25,4,0.1667,18,2,2,3469.9,82,0
1266,65,5,304491.7,50,579,25,4,0.1667,18,3,2,3469.9,82,0
1266,55,5,304491.7,50,579,25,4,0.1667,18,4,2,3469.9,82,1
1267,84,1,6232.33,30,174,21,1,0.6667,15.5,1,5,24719.75,84,0
1267,84,1,6232.33,30,174,21,1,0.6667,15.5,2,5,24719.75,84,0
1267,77,1,6232.33,30,174,21,1,0.6667,15.5,3,5,24719.75,84,0
1267,84,1,6232.33,30,174,21,1,0.6667,15.5,4,5,24719.75,84,1
1268,60,3,96469.46,198,375,25,1,0.3333,16,1,2,7495.03,77,0
1268,97,3,96469.46,198,375,25,1,0.3333,16,2,2,7495.03,77,0
1268,88,3,96469.46,198,375,25,1,0.3333,16,3,2,7495.03,77,0
1268,77,3,96469.46,198,375,25,1,0.3333,16,4,2,7495.03,77,1
1269,81,5,211041.69,174,156,30,0,1,23,1,5,3170.29,72,0
1269,87,5,211041.69,174,156,30,0,1,23,2,5,3170.29,72,0
1269,93,5,211041.69,174,156,30,0,1,23,3,5,3170.29,72,1
1270,97,3,52194.45,109,335,26,0,0.5,12,1,3,13138.55,66,1
1271,57,1,88794.99,80,547,16,0,0.5714,16.25,1,2,648.88,83,0
1271,81,1,88794.99,80,547,16,0,0.5714,16.25,2,2,648.88,83,0
1271,81,1,88794.99,80,547,16,0,0.5714,16.25,3,2,648.88,83,1
1272,56,4,170144.47,155,514,22,3,0.1667,22,1,1,19335.73,84,0
1272,84,4,170144.47,155,514,22,3,0.1667,22,2,1,19335.73,84,0
1272,81,4,170144.47,155,514,22,3,0.1667,22,3,1,19335.73,84,0
1273,87,1,916.54,36,366,23,1,0.6667,13,1,1,5560.63,78,0
1273,57,1,916.54,36,366,23,1,0.6667,13,2,1,5560.63,78,0
1273,71,1,916.54,36,366,23,1,0.6667,13,3,1,5560.63,78,1
1274,55,4,179996.67,139,218,14,1,0.8333,15,1,4,2354.98,76,0
1274,89,4,179996.67,139,218,14,1,0.8333,15,2,4,2354.98,76,0
1274,74,4,179996.67,139,218,14,1,0.8333,15,3,4,2354.98,76,1
1275,80,3,190343,41,228,24,2,0.4286,16.33,1,3,14294.35,60,0
1275,67,3,190343,41,228,24,2,0.4286,16.33,2,3,14294.35,60,0
1276,70,5,177520.02,109,343,29,1,0.375,17.67,1,5,20446.54,62,0
1276,82,5,177520.02,109,343,29,1,0.375,17.67,2,5,20446.54,62,0
1276,76,5,177520.02,109,343,29,1,0.375,17.67,3,5,20446.54,62,0
1277,88,2,34681.79,161,516,27,0,0.75,14.67,1,3,3586.92,78,1
1278,64,5,203749.06,159,247,25,1,0.75,19.67,1,1,16631.77,77,-1
1279,78,0,0,122,358,17,2,0.6667,17,1,5,24581.32,61,0
1279,69,0,0,122,358,17,2,0.6667,17,2,5,24581.32,61,1
1280,70,1,67585.74,70,491,18,3,0.1667,13,1,4,1271.04,76,0
1281,94,2,88511.35,71,331,20,2,0.5,16.25,1,1,6514.27,84,0
1281,71,2,88511.35,71,331,20,2,0.5,16.25,2,1,6514.27,84,0
1281,63,2,88511.35,71,331,20,2,0.5,16.25,3,1,6514.27,84,1
1282,60,2,72026.05,104,343,23,2,0.6,9.67,1,5,22071.3,79,0
1282,86,2,72026.05,104,343,23,2,0.6,9.67,2,5,22071.3,79,0
1282,73,2,72026.05,104,343,23,2,0.6,9.67,3,5,22071.3,79,0
1282,60,2,72026.05,104,343,23,2,0.6,9.67,4,5,22071.3,79,1
1283,56,2,19423.83,123,319,18,2,0.5,13,1,1,23232.9,68,0
1283,97,2,19423.83,123,319,18,2,0.5,13,2,1,23232.9,68,0
1283,69,2,19423.83,123,319,18,2,0.5,13,3,1,23232.9,68,1
1284,72,1,62525.79,2,537,19,1,0.6667,18.5,1,3,10655.23,81,0
1284,60,1,62525.79,2,537,19,1,0.6667,18.5,2,3,10655.23,81,0
1284,86,1,62525.79,2,537,19,1,0.6667,18.5,3,3,10655.23,81,1
1285,98,4,115828.77,74,120,26,1,0.6,18.33,1,3,13565.34,69,1
1286,67,3,47188.71,68,490,19,1,0.5,24.5,1,2,6612.77,76,1
1287,84,4,108623.34,144,246,18,1,0.6,15.33,1,5,18573.73,83,0
1287,61,4,108623.34,144,246,18,1,0.6,15.33,2,5,18573.73,83,1
1288,71,4,137479.56,61,366,32,1,0.5,24,1,4,458.27,66,0
1288,64,4,137479.56,61,366,32,1,0.5,24,2,4,458.27,66,0
1288,72,4,137479.56,61,366,32,1,0.5,24,3,4,458.27,66,1
1289,71,4,106921.57,41,228,24,2,0.2857,9,1,3,14294.35,60,0
1289,71,4,106921.57,41,228,24,2,0.2857,9,2,3,14294.35,60,0
1289,72,4,106921.57,41,228,24,2,0.2857,9,3,3,14294.35,60,0
1289,68,4,106921.57,41,228,24,2,0.2857,9,4,3,14294.35,60,0
1289,59,4,106921.57,41,228,24,2,0.2857,9,5,3,14294.35,60,0
1290,79,2,62923.39,47,96,23,1,0.8,21.75,1,1,9249.07,67,0
1290,77,2,62923.39,47,96,23,1,0.8,21.75,2,1,9249.07,67,0
1290,85,2,62923.39,47,96,23,1,0.8,21.75,3,1,9249.07,67,0
1290,92,2,62923.39,47,96,23,1,0.8,21.75,4,1,9249.07,67,1
1291,81,3,117220.27,21,609,19,1,0,0,1,4,1763.62,70,0
1291,73,3,117220.27,21,609,19,1,0,0,2,4,1763.62,70,0
1291,61,3,117220.27,21,609,19,1,0,0,3,4,1763.62,70,0
1292,95,2,25968.04,32,131,25,1,0.5,21,1,3,4902.81,72,1
1293,91,1,18090.37,110,458,21,2,0.6667,12.25,1,5,15073.64,85,0
1294,83,1,67585.74,78,386,21,3,0.1667,13,1,5,20130.7,60,0
1294,96,1,67585.74,78,386,21,3,0.1667,13,2,5,20130.7,60,0
1294,85,1,67585.74,78,386,21,3,0.1667,13,3,5,20130.7,60,0
1295,92,1,41353.69,197,270,28,1,0.2857,26,1,3,5372.55,61,-1
1296,96,6,300037.76,184,613,20,1,0,0,1,5,6862.9,80,0
1296,69,6,300037.76,184,613,20,1,0,0,2,5,6862.9,80,0
1296,94,6,300037.76,184,613,20,1,0,0,3,5,6862.9,80,0
1296,91,6,300037.76,184,613,20,1,0,0,4,5,6862.9,80,0
1297,96,1,6838.49,79,179,15,1,0.6667,13.5,1,1,18892.76,67,0
1297,63,1,6838.49,79,179,15,1,0.6667,13.5,2,1,18892.76,67,1
1298,81,3,53390.86,51,555,17,2,0.75,22,1,3,2106.9,64,0
1298,69,3,53390.86,51,555,17,2,0.75,22,2,3,2106.9,64,0
1298,67,3,53390.86,51,555,17,2,0.75,22,3,3,2106.9,64,-1
1299,66,6,435367.09,142,449,32,2,0.7143,18.4,1,2,4940.82,75,0
1299,73,6,435367.09,142,449,32,2,0.7143,18.4,2,2,4940.82,75,0
1299,57,6,435367.09,142,449,32,2,0.7143,18.4,3,2,4940.82,75,0
1299,59,6,435367.09,142,449,32,2,0.7143,18.4,4,2,4940.82,75,0
1299,68,6,435367.09,142,449,32,2,0.7143,18.4,5,2,4940.82,75,0
1300,56,5,203465.94,119,518,17,1,0.5,15,1,5,1357.39,64,0
1300,70,5,203465.94,119,518,17,1,0.5,15,2,5,1357.39,64,0
1301,77,4,127931.24,64,468,31,0,0.5,24.5,1,5,13011.46,73,1
1302,70,3,88644.2,14,250,15,3,0.25,11,1,1,15808.7,68,0
1303,76,0,0,50,583,9,0,0.75,18,1,3,13985.77,73,0
1304,97,3,79331.89,94,550,29,4,0.5,24.5,1,2,7778.58,73,1
1303,66,0,0,50,583,9,0,0.75,18,2,3,13985.77,73,0
1305,59,3,153690.31,136,525,20,1,0.25,22,1,5,12612.4,63,0
1303,57,0,0,50,583,9,0,0.75,18,3,3,13985.77,73,0
1305,60,3,153690.31,136,525,20,1,0.25,22,2,5,12612.4,63,0
1303,61,0,0,50,583,9,0,0.75,18,4,3,13985.77,73,1
1305,70,3,153690.31,136,525,20,1,0.25,22,3,5,12612.4,63,0
1306,82,1,3454.44,45,472,11,0,0.3333,19,1,2,4130.92,66,0
1305,63,3,153690.31,136,525,20,1,0.25,22,4,5,12612.4,63,0
1306,97,1,3454.44,45,472,11,0,0.3333,19,2,2,4130.92,66,-1
1305,72,3,153690.31,136,525,20,1,0.25,22,5,5,12612.4,63,0
1307,63,2,49762.91,16,86,10,1,0.2857,23.5,1,1,17991.62,78,0
1308,69,3,184336.7,124,345,23,1,0,0,1,3,13213.55,67,0
1307,76,2,49762.91,16,86,10,1,0.2857,23.5,2,1,17991.62,78,1
1309,78,3,145797.32,131,443,23,1,1,10.5,1,5,6172.65,73,1
1310,72,2,55747.37,171,210,12,1,0,0,1,3,8428.06,83,0
1311,58,0,0,148,153,18,2,0.25,8,1,2,7623.02,75,0
1310,55,2,55747.37,171,210,12,1,0,0,2,3,8428.06,83,0
1312,87,4,221751.08,185,351,19,1,0.5,15,1,2,2971.42,85,0
1313,69,3,72409.35,163,81,21,1,0.5,8,1,1,20649.5,83,0
1312,73,4,221751.08,185,351,19,1,0.5,15,2,2,2971.42,85,1
1313,67,3,72409.35,163,81,21,1,0.5,8,2,1,20649.5,83,0
1313,57,3,72409.35,163,81,21,1,0.5,8,3,1,20649.5,83,0
1314,62,3,128783.4,198,300,17,2,0.5,20,1,2,2147.48,68,0
1315,69,2,73126.48,37,198,22,0,1,18,1,4,503.68,82,0
1316,84,1,7545.58,13,501,23,1,1,22,1,4,1511.1,78,0
1315,62,2,73126.48,37,198,22,0,1,18,2,4,503.68,82,0
1316,64,1,7545.58,13,501,23,1,1,22,2,4,1511.1,78,0
1315,82,2,73126.48,37,198,22,0,1,18,3,4,503.68,82,1
1316,89,1,7545.58,13,501,23,1,1,22,3,4,1511.1,78,0
1316,86,1,7545.58,13,501,23,1,1,22,4,4,1511.1,78,1
1317,97,8,248191.43,155,304,8,2,0.3333,20,1,1,29169.28,75,0
1317,75,8,248191.43,155,304,8,2,0.3333,20,2,1,29169.28,75,0
1318,97,5,185896.27,81,458,25,2,1,9.5,1,3,9175.48,84,0
1318,97,5,185896.27,81,458,25,2,1,9.5,2,3,9175.48,84,1
1319,78,0,0,91,168,15,1,0.8333,13.6,1,1,21754.21,77,0
1319,57,0,0,91,168,15,1,0.8333,13.6,2,1,21754.21,77,0
1320,78,3,125380.42,90,128,28,2,1,21.67,1,1,9066.1,67,0
1319,64,0,0,91,168,15,1,0.8333,13.6,3,1,21754.21,77,0
1320,76,3,125380.42,90,128,28,2,1,21.67,2,1,9066.1,67,0
1320,76,3,125380.42,90,128,28,2,1,21.67,3,1,9066.1,67,0
1321,88,3,122734.47,142,542,12,2,0,0,1,5,12678.76,65,0
1320,67,3,125380.42,90,128,28,2,1,21.67,4,1,9066.1,67,1
1321,98,3,122734.47,142,542,12,2,0,0,2,5,12678.76,65,0
1321,93,3,122734.47,142,542,12,2,0,0,3,5,12678.76,65,0
1322,80,8,293337.09,8,155,26,1,0.4,26,1,2,3873.43,70,0
1322,62,8,293337.09,8,155,26,1,0.4,26,2,2,3873.43,70,1
1323,85,3,107312.13,111,101,8,0,0.75,17.67,1,3,10646.36,77,0
1323,88,3,107312.13,111,101,8,0,0.75,17.67,2,3,10646.36,77,1
1324,76,2,73486.92,136,445,25,1,0.2,13,1,4,845.37,85,1
1325,70,0,0,21,593,19,2,1,23,1,4,1663.75,81,0
1326,88,4,236208.45,71,331,20,2,0.5,19.5,1,1,6514.27,84,1
1325,93,0,0,21,593,19,2,1,23,2,4,1663.75,81,0
1327,81,0,0,141,243,33,2,0.5,16,1,4,1053.04,70,0
1325,98,0,0,21,593,19,2,1,23,3,4,1663.75,81,0
1327,66,0,0,141,243,33,2,0.5,16,2,4,1053.04,70,1
1325,90,0,0,21,593,19,2,1,23,4,4,1663.75,81,1
1328,61,4,168371.01,66,498,15,3,0.1667,30,1,3,4859.82,65,0
1329,64,2,69943.78,7,83,18,4,0.5,11,1,4,2426.22,65,0
1328,82,4,168371.01,66,498,15,3,0.1667,30,2,3,4859.82,65,0
1329,96,2,69943.78,7,83,18,4,0.5,11,2,4,2426.22,65,0
1328,84,4,168371.01,66,498,15,3,0.1667,30,3,3,4859.82,65,0
1329,76,2,69943.78,7,83,18,4,0.5,11,3,4,2426.22,65,-1
1330,94,6,105306.72,139,218,14,1,0.5,24,1,4,2354.98,76,0
1331,92,1,85822.63,141,577,19,2,1,14,1,2,4102.14,68,0
1330,87,6,105306.72,139,218,14,1,0.5,24,2,4,2354.98,76,1
1331,82,1,85822.63,141,577,19,2,1,14,2,2,4102.14,68,0
1331,65,1,85822.63,141,577,19,2,1,14,3,2,4102.14,68,0
1332,76,1,67356.25,105,329,19,2,0.6667,17.5,1,4,1327.26,83,0
1331,80,1,85822.63,141,577,19,2,1,14,4,2,4102.14,68,1
1333,67,2,29615.47,17,275,21,1,0.4286,18.67,1,4,770.92,63,0
1334,68,3,131559.63,68,316,10,3,0.4,15,1,2,6143.94,77,0
1333,83,2,29615.47,17,275,21,1,0.4286,18.67,2,4,770.92,63,0
1334,71,3,131559.63,68,316,10,3,0.4,15,2,2,6143.94,77,0
1333,79,2,29615.47,17,275,21,1,0.4286,18.67,3,4,770.92,63,1
1334,86,3,131559.63,68,316,10,3,0.4,15,3,2,6143.94,77,0
1335,60,3,160148.09,183,439,21,1,0.4286,16.67,1,4,595.59,60,0
1334,70,3,131559.63,68,316,10,3,0.4,15,4,2,6143.94,77,0
1335,64,3,160148.09,183,439,21,1,0.4286,16.67,2,4,595.59,60,0
1336,82,1,9848.43,29,597,14,1,0.6667,9,1,4,1884.4,81,0
1335,84,3,160148.09,183,439,21,1,0.4286,16.67,3,4,595.59,60,1
1336,84,1,9848.43,29,597,14,1,0.6667,9,2,4,1884.4,81,0
1337,72,5,147927.3,103,417,26,2,0.3333,28,1,1,20984.95,74,0
1336,58,1,9848.43,29,597,14,1,0.6667,9,3,4,1884.4,81,1
1337,82,5,147927.3,103,417,26,2,0.3333,28,2,1,20984.95,74,-1
1338,82,5,176988.06,172,609,10,0,0.5,28,1,2,3826.19,74,-1
1339,63,6,190454.98,80,234,26,1,0.7,17,1,4,290.68,62,0
1340,76,3,115404.74,171,155,9,2,0,0,1,1,11969.04,63,0
1339,61,6,190454.98,80,234,26,1,0.7,17,2,4,290.68,62,-1
1340,86,3,115404.74,171,155,9,2,0,0,2,1,11969.04,63,0
1341,65,3,48701.97,191,365,24,1,0.7,13.43,1,2,7862.58,72,0
1340,70,3,115404.74,171,155,9,2,0,0,3,1,11969.04,63,0
1341,86,3,48701.97,191,365,24,1,0.7,13.43,2,2,7862.58,72,1
1340,56,3,115404.74,171,155,9,2,0,0,4,1,11969.04,63,0
1340,65,3,115404.74,171,155,9,2,0,0,5,1,11969.04,63,0
1342,65,4,133415.57,47,96,24,1,0,0,1,1,9249.07,67,-1
1343,93,1,16002,86,399,10,3,0.4286,19.33,1,5,8696.5,78,0
1344,90,3,86685.41,92,459,12,3,0.6667,19.5,1,3,11196.39,69,1
1343,90,1,16002,86,399,10,3,0.4286,19.33,2,5,8696.5,78,0
1345,96,4,110362.6,97,319,17,3,0.6,8.33,1,5,9557.07,69,0
1346,73,3,101353.98,7,392,13,2,0.5,16,1,2,5923.31,67,0
1345,85,4,110362.6,97,319,17,3,0.6,8.33,2,5,9557.07,69,1
1346,61,3,101353.98,7,392,13,2,0.5,16,2,2,5923.31,67,0
1347,61,1,14358.87,51,330,26,2,0.3333,23,1,3,1816.47,78,0
1346,78,3,101353.98,7,392,13,2,0.5,16,3,2,5923.31,67,0
1347,71,1,14358.87,51,330,26,2,0.3333,23,2,3,1816.47,78,0
1346,58,3,101353.98,7,392,13,2,0.5,16,4,2,5923.31,67,0
1347,55,1,14358.87,51,330,26,2,0.3333,23,3,3,1816.47,78,-1
1346,77,3,101353.98,7,392,13,2,0.5,16,5,2,5923.31,67,0
1348,89,5,155076.97,132,537,9,3,0.5,18,1,5,9579.34,74,1
1349,67,5,119178.38,142,300,12,0,0.5,17,1,4,1055.92,67,0
1349,81,5,119178.38,142,300,12,0,0.5,17,2,4,1055.92,67,0
1350,87,2,41048.47,118,454,20,2,0.375,11.67,1,4,1775.75,79,0
1349,59,5,119178.38,142,300,12,0,0.5,17,3,4,1055.92,67,1
1350,92,2,41048.47,118,454,20,2,0.375,11.67,2,4,1775.75,79,0
1350,97,2,41048.47,118,454,20,2,0.375,11.67,3,4,1775.75,79,0
1351,78,0,0,197,96,11,1,0.8,17.25,1,5,9565.25,64,0
1350,90,2,41048.47,118,454,20,2,0.375,11.67,4,4,1775.75,79,0
1352,71,3,131559.63,161,288,26,2,0.4,15,1,2,2519.61,69,-1
1353,58,1,22716.8,33,189,22,2,0.75,16.67,1,5,8200.08,71,0
1354,87,2,19899.77,59,319,20,2,0.5,17,1,5,23922.5,75,0
1353,66,1,22716.8,33,189,22,2,0.75,16.67,2,5,8200.08,71,0
